KeyWords,DOI,abstract,category,type,public_date,fund,author,jounary,author info,title
,10.1148/radiol.2020200257,,"研究方向:Radiology, Nuclear Medicine & Medical Imaging",文献类型:Editorial Material,出版年: APR 2020,,"作者:Liu, P (Liu, Peng)[ 1 ] ; Tan, XZ (Tan, Xian-zheng)[ 1 ]",RADIOLOGY,"Hunan Normal Univ, Affiliated Hosp 1, Dept Radiol, Hunan Prov Peoples Hosp, Changsha 410005, Peoples R China.
[ 1 ] Hunan Normal Univ, Affiliated Hosp 1, Dept Radiol, Hunan Prov Peoples Hosp, Changsha 410005, Peoples R China
",2019 Novel Coronavirus (2019-nCoV) Pneumonia
,10.1148/radiol.2020200269,,"研究方向:Radiology, Nuclear Medicine & Medical Imaging",文献类型:Editorial Material,出版年: APR 2020,,"作者:Shi, HS (Shi, Heshui); Han, XY (Han, Xiaoyu); Zheng, CS (Zheng, Chuansheng)[ 1 ]",RADIOLOGY,"Huazhong Univ Sci & Technol, Union Hosp, Dept Radiol, Tongji Med Coll, 1277 Jiefang Rd, Wuhan 430022, Hubei, Peoples R China.
[ 1 ] Huazhong Univ Sci & Technol, Union Hosp, Dept Radiol, Tongji Med Coll, 1277 Jiefang Rd, Wuhan 430022, Hubei, Peoples R China
[ 2 ] Hubei Prov Key Lab Mol Imaging, Wuhan, Peoples R China
","Evolution of CT Manifestations in a Patient Recovered from 2019 Novel Coronavirus (2019-nCoV) Pneumonia in Wuhan, China"
,10.1148/radiol.2020200323,,"研究方向:Radiology, Nuclear Medicine & Medical Imaging",文献类型:Editorial Material,出版年: APR 2020,National Natural Science Foundation of China,"作者:Duan, YN (Duan, Ya-ni)[ 1 ] ; Qin, J (Qin, Jie)[ 1 ]",RADIOLOGY,"Sun Yat sen Univ, Dept Radiol, Affiliated Hosp 3, 600 Tianhe Rd, Guangzhou, Peoples R China.
[ 1 ] Sun Yat sen Univ, Dept Radiol, Affiliated Hosp 3, 600 Tianhe Rd, Guangzhou, Peoples R China
",Pre- and Posttreatment Chest CT Findings: 2019 Novel Coronavirus (2019-nCoV) Pneumonia
,10.1148/2020200280,,"研究方向:Radiology, Nuclear Medicine & Medical Imaging",文献类型:Letter,出版年: APR 2020,,"作者:Fang, YC (Fang, Yicheng)[ 1 ] ; Zhang, HQ (Zhang, Huangqi)[ 1 ] ; Xu, YY (Xu, Yunyu)[ 1 ] ; Xie, JC (Xie, Jicheng)[ 1 ] ; Pang, PP (Pang, Peipei)[ 1 ] ; Ji, WB (Ji, Wenbin)[ 1 ]",RADIOLOGY,"Wenzhou Med Univ, Affiliated Taizhou Hosp, Dept Radiol, Investigating & Res Team, 150 Ximen St, Linhai 317000, Zhejiang, Peoples R China.
[ 1 ] Wenzhou Med Univ, Affiliated Taizhou Hosp, Dept Radiol, Investigating & Res Team, 150 Ximen St, Linhai 317000, Zhejiang, Peoples R China
",CT Manifestations of Two Cases of 2019 Novel Coronavirus (2019-nCoV) Pneumonia
作者关键词:2019-nCoV; Random access PCR; Rapid diagnosis; SARS-CoV-2; COVID-19; Coronavirus,104305,,研究方向:Virology,文献类型:Letter,出版年: APR 2020,,"作者:Cordes, AK (Cordes, Anne K.)[ 1 ] ; Heim, A (Heim, Albert)[ 1 ]",JOURNAL OF CLINICAL VIROLOGY,"Hannover Med Sch, Inst Virol, Carl Neuberg Str 1, D-30625 Hannover, Germany.
[ 1 ] Hannover Med Sch, Inst Virol, Carl Neuberg Str 1, D-30625 Hannover, Germany
","Rapid random access detection of the novel SARS-coronavirus-2 (SARS-CoV-2, previously 2019-nCoV) using an open access protocol for the Panther Fusion"
作者关键词:China; coronavirus; Bat; Pneumonia,104211,"摘要
A novel coronavirus designated as 2019-nCoV first appeared in Wuhan, China in late December 2019. Dozens of people died in China, and thousands of people infected as 2019-nCoV continues to spread around the world. We have described the discovery, emergence, genomic characteristics, and clinical diagnostics of 2019-nCoV.",研究方向:Infectious Diseases,文献类型:Article,出版年: APR 2020,"Division of Clinical Microbiology, University of Pittsburgh Medical Center ","作者:Phan, T (Tung Phan)[ 1,2 ]",INFECTION GENETICS AND EVOLUTION,"Univ Pittsburgh, Div Clin Microbiol, Pittsburgh, PA 15260 USA.
Univ Pittsburgh, Med Ctr, Pittsburgh, PA 15260 USA.
[ 1 ] Univ Pittsburgh, Div Clin Microbiol, Pittsburgh, PA 15260 USA
[ 2 ] Univ Pittsburgh, Med Ctr, Pittsburgh, PA 15260 USA
",Novel coronavirus: From discovery to clinical diagnostics
,10.1007/s12250-020-00214-5,,研究方向:Virology,文献类型:Letter; Early Access,MAR 2020,National Megaprojects of China for Major Infectious Diseases ,"作者:Liu, ZZ (Liu, Zezhong)[ 1 ] ; Xia, S (Xia, Shuai)[ 1 ] ; Wang, XL (Wang, Xinling)[ 1 ] ; Lan, QS (Lan, Qiaoshuai)[ 1 ] ; Xu, W (Xu, Wei)[ 1 ] ; Wang, Q (Wang, Qian)[ 1 ] ; Jiang, SB (Jiang, Shibo)[ 1 ] ; Lu, L (Lu, Lu)[ 1 ]",VIROLOGICA SINICA,"Fudan Univ, Sch Basic Med Sci, Key Lab Med Mol Virol MOE NHC CAMS, Shanghai 200032, Peoples R China.
[ 1 ] Fudan Univ, Sch Basic Med Sci, Key Lab Med Mol Virol MOE NHC CAMS, Shanghai 200032, Peoples R China
",Inefficiency of Sera from Mice Treated with Pseudotyped SARS-CoV to Neutralize 2019-nCoV Infection
,10.1038/s41422-020-0305-x,"摘要
The recent outbreak of coronavirus disease (COVID-19) caused by SARS-CoV-2 infection in Wuhan, China has posed a serious threat to global public health. To develop specific anti-coronavirus therapeutics and prophylactics, the molecular mechanism that underlies viral infection must first be defined. Therefore, we herein established a SARS-CoV-2 spike (S) protein-mediated cell-cell fusion assay and found that SARS-CoV-2 showed a superior plasma membrane fusion capacity compared to that of SARS-CoV. We solved the X-ray crystal structure of six-helical bundle (6-HB) core of the HR1 and HR2 domains in the SARS-CoV-2 S protein S2 subunit, revealing that several mutated amino acid residues in the HR1 domain may be associated with enhanced interactions with the HR2 domain. We previously developed a pan-coronavirus fusion inhibitor, EK1, which targeted the HR1 domain and could inhibit infection by divergent human coronaviruses tested, including SARS-CoV and MERS-CoV. Here we generated a series of lipopeptides derived from EK1 and found that EK1C4 was the most potent fusion inhibitor against SARS-CoV-2 S protein-mediated membrane fusion and pseudovirus infection with IC50s of 1.3 and 15.8 nM, about 241- and 149-fold more potent than the original EK1 peptide, respectively. EK1C4 was also highly effective against membrane fusion and infection of other human coronavirus pseudoviruses tested, including SARS-CoV and MERS-CoV, as well as SARSr-CoVs, and potently inhibited the replication of 5 live human coronaviruses examined, including SARS-CoV-2. Intranasal application of EK1C4 before or after challenge with HCoV-OC43 protected mice from infection, suggesting that EK1C4 could be used for prevention and treatment of infection by the currently circulating SARS-CoV-2 and other emerging SARSr-CoVs.",研究方向:Cell Biology,文献类型:Article,出版年: APR 2020,National Megaprojects of China for Major Infectious Diseases ,"作者:Xia, S (Xia, Shuai)[ 1 ] ; Liu, MQ (Liu, Meiqin)[ 2,3 ] ; Wang, C (Wang, Chao)[ 4 ] ; Xu, W (Xu, Wei)[ 1 ] ; Lan, QS (Lan, Qiaoshuai)[ 1 ] ; Feng, SL (Feng, Siliang)[ 4 ] ; Qi, FF (Qi, Feifei)[ 5,6 ] ; Bao, LL (Bao, Linlin)[ 5,6 ] ; Du, LY (Du, Lanying)[ 7 ] ; Liu, SW (Liu, Shuwen)[ 8 ] ...更多内容",CELL RESEARCH,"Fudan Univ, Fudan Jinbo Joint Res Ctr, Sch Basic Med Sci, Key Lab Med Mol Virol MOE NHC CAMS, Shanghai 200032, Peoples R China.
New York Blood Ctr, Lindsley F Kimball Res Inst, New York, NY 10065 USA.
Chinese Acad Sci, Inst Biophys, Natl Lab Biomacromol, Beijing 100101, Peoples R China.
[ 1 ] Fudan Univ, Fudan Jinbo Joint Res Ctr, Sch Basic Med Sci, Key Lab Med Mol Virol MOE NHC CAMS, Shanghai 200032, Peoples R China
[ 2 ] Chinese Acad Sci, Ctr Biosafety Megasci, Wuhan Inst Virol, CAS Key Lab Special Pathogens, Wuhan 430071, Peoples R China
[ 3 ] Univ Chinese Acad Sci, Beijing 100190, Peoples R China
[ 4 ] Beijing Inst Pharmacol & Toxicol, State Key Lab Toxicol & Med Countermeasures, 27 Tai Ping Rd, Beijing 100850, Peoples R China
[ 5 ] Chinese Acad Med Sci, Key Lab Human Dis Comparat Med, Med Chinese Minist,Inst Lab Anim Sci, Beijing Key Lab Anim Models Emerging & Reemerging, Beijing 100021, Peoples R China
[ 6 ] Peking Union Med Coll, Comparat Med Ctr, Beijing 100021, Peoples R China
[ 7 ] New York Blood Ctr, Lindsley F Kimball Res Inst, New York, NY 10065 USA
[ 8 ] Southern Med Univ, Sch Pharmaceut Sci, Guangdong Prov Key Lab New Drug Screening, Guangzhou Key Lab Drug Res Emerging Virus Prevent, Guangzhou 510515, Peoples R China
[ 9 ] Chinese Acad Sci, Inst Biophys, Natl Lab Biomacromol, Beijing 100101, Peoples R China
",Inhibition of SARS-CoV-2 (previously 2019-nCoV) infection by a highly potent pan-coronavirus fusion inhibitor targeting its spike protein that harbors a high capacity to mediate membrane fusion
,10.1016/j.scib.2020.02.005,,研究方向:Science & Technology - Other Topics,文献类型:Editorial Material,出版年: MAR 30 2020,National Natural Science Foundation of China,"作者:Huang, NE (Huang, Norden E.)[ 1,2 ] ; Qiao, FL (Qiao, Fangli)[ 1,3,4 ]",SCIENCE BULLETIN,"Minist Nat Resources China, Inst Oceanog 1, Qingdao 266061, Peoples R China.
Pilot Natl Lab Marine Sci & Technol, Lab Reg Oceanog & Numer Modeling, Qingdao 266237, Peoples R China.
Natl Engn Lab Integrated Aerospace Ground Ocean B, Qingdao 266061, Peoples R China.
[ 1 ] Minist Nat Resources China, Inst Oceanog 1, Qingdao 266061, Peoples R China
[ 2 ] Minist Nat Resources China, Key Lab Marine Sci & Numer Modeling, Qingdao 266061, Peoples R China
[ 3 ] Pilot Natl Lab Marine Sci & Technol, Lab Reg Oceanog & Numer Modeling, Qingdao 266237, Peoples R China
[ 4 ] Natl Engn Lab Integrated Aerospace Ground Ocean B, Qingdao 266061, Peoples R China
",A data driven time-dependent transmission rate for tracking an epidemic: a case study of 2019-nCoV
作者关键词:Coronavirus; Pneumonia; High-flow nasal cannula,37,"摘要
Background The outbreak of a novel coronavirus (2019-nCoV)-infected pneumonia (NCIP) is currently ongoing in China. Most of the critically ill patients received high-flow nasal cannula (HFNC) oxygen therapy. However, the experience of HFNC in this population is lacking. Methods We retrospectively screened 318 confirmed patients with NCIP in two hospitals of Chongqing, China, from January 1st to March 4th, 2020. Among them, 27 (8.4%) patients experienced severe acute respiratory failure including 17 patients (63%) treated with HFNC as first-line therapy, 9 patients (33%) treated with noninvasive ventilation (NIV) and one patient (4%) treated with invasive ventilation. HFNC failure was defined by the need of NIV or intubation as rescue therapy. Results Of the 17 HFNC patients, 7 (41%) experienced HFNC failure. The HFNC failure rate was 0% (0/6) in patients with PaO2/FiO(2) > 200 mm Hg vs. 63% (7/11) in those with PaO2/FiO(2) <= 200 mm Hg (p = 0.04). Compared with baseline data, the respiratory rate significantly decreased after 1-2 h of HFNC in successful group [median 26 (IQR: 25-29) vs. 23 (22-25), p = 0.03]. However, it did not in the unsuccessful group. After initiation of NIV as rescue therapy among the 7 patients with HFNC failure, PaO2/FiO(2) significantly improved after 1-2 h of NIV [median 172 (150-208) mmHg vs. 114 (IQR: 79-130) under HFNC, p = 0.04]. However, two out of seven (29%) patients with NIV as rescue therapy ultimately received intubation. Among the 27 patients with severe acute respiratory failure, four patients were eventually intubated (15%). Conclusions Our study indicated that HFNC was the most common ventilation support for patients with NCIP. Patients with lower PaO2/FiO(2) were more likely to experience HFNC failure.",研究方向:General & Internal Medicine,文献类型:Article,出版年: MAR 30 2020,special project for emergency clinical research on novel coronavirus pneumonia in Chongqing Medical University ,"作者:Wang, K (Wang, Ke)[ 1 ] ; Zhao, W (Zhao, Wei)[ 2 ] ; Li, J (Li, Ji)[ 3 ] ; Shu, WW (Shu, Weiwei)[ 4 ] ; Duan, J (Duan, Jun)[ 5 ]",ANNALS OF INTENSIVE CARE,"Chongqing Med Univ, Yongchuan Hosp, Dept Crit Care Med, Xuanhua Rd 429, Chongqing 402160, Peoples R China.
Chongqing Med Univ, Affiliated Hosp 1, Dept Resp & Crit Care Med, Youyi Rd 1, Chongqing 400016, Peoples R China.
[ 1 ] Chongqing Med Univ, Affiliated Hosp 2, Dept Resp & Crit Care Med, Chongqing 400010, Peoples R China
[ 2 ] Chongqing Med Univ, Affiliated Hosp 2, Dept Oncol, Chongqing 400010, Peoples R China
[ 3 ] Chongqing Publ Hlth Med Ctr, Dept Thorac Surg, Chongqing 500106, Peoples R China
[ 4 ] Chongqing Med Univ, Yongchuan Hosp, Dept Crit Care Med, Xuanhua Rd 429, Chongqing 402160, Peoples R China
[ 5 ] Chongqing Med Univ, Affiliated Hosp 1, Dept Resp & Crit Care Med, Youyi Rd 1, Chongqing 400016, Peoples R China
","The experience of high-flow nasal cannula in hospitalized patients with 2019 novel coronavirus-infected pneumonia in two hospitals of Chongqing, China"
作者关键词:2019-nCoV; BLAST algorithm; CLUSTAL analysis; coronavirus; homology modeling; MERS-CoV; SARS-CoV; sequence alignment,10.1002/jmv.25768,"摘要
During an outbreak of respiratory diseases including atypical pneumonia in Wuhan, a previously unknown beta-coronavirus was detected in patients. The newly discovered coronavirus is similar to some beta-coronaviruses found in bats but different from previously known SARS-CoV and MERS-CoV. High sequence identities and similarities between 2019-nCoV and SARS-CoV were found. In this study, we searched the homologous templates of all nonstructural and structural proteins of 2019-nCoV. Among the nonstructural proteins, the leader protein (nsp1), the papain-like protease (nsp3), the nsp4, the 3C-like protease (nsp5), the nsp7, the nsp8, the nsp9, the nsp10, the RNA-directed RNA polymerase (nsp12), the helicase (nsp13), the guanine-N7 methyltransferase (nsp14), the uridylate-specific endoribonuclease (nsp15), the 2'-O-methyltransferase (nsp16), and the ORF7a protein could be built on the basis of homology templates. Among the structural proteins, the spike protein (S-protein), the envelope protein (E-protein), and the nucleocapsid protein (N-protein) can be constructed based on the crystal structures of the proteins from SARS-CoV. It is known that PL-Pro, 3CL-Pro, and RdRp are important targets for design antiviral drugs against 2019-nCoV. And S protein is a critical target candidate for inhibitor screening or vaccine design against 2019-nCoV because coronavirus replication is initiated by the binding of S protein to cell surface receptors. It is believed that these proteins should be useful for further structure-based virtual screening and related computer-aided drug development and vaccine design.",研究方向:Virology,文献类型:Article; Early Access,MAR 2020,High-Level Talent Start-Up Research Project of Foshan University ,"作者:Dong, SJ (Dong, Shengjie)[ 1 ] ; Sun, JC (Sun, Jiachen)[ 2 ] ; Mao, Z (Mao, Zhuo)[ 3 ] ; Wang, L (Wang, Lu)[ 4 ] ; Lu, YL (Lu, Yi-Lin)[ 5 ] ; Li, JS (Li, Jiesen)[ 6,7 ]",JOURNAL OF MEDICAL VIROLOGY,"Bohai Univ, Coll New Energy, Jinzhou 121007, Peoples R China.
Foshan Univ, Sch Environm & Chem Engn, Foshan 528000, Peoples R China.
[ 1 ] Guangdong Baiyun Univ, Fac Educ & Sports, Guangzhou, Peoples R China
[ 2 ] Tianjin Univ Commerce, Sch Biotechnol & Food Sci, Tianjin, Peoples R China
[ 3 ] Tianjin Univ, Fac Sci, Inst Adv Mat Phys, Dept Appl Phys,Tianjin Key Lab Low Dimens Mat Phy, Tianjin, Peoples R China
[ 4 ] Inner Mongolia Univ Sci & Technol, Sch Sci, Baotou, Peoples R China
[ 5 ] Bohai Univ, Coll New Energy, Jinzhou 121007, Peoples R China
[ 6 ] Foshan Univ, Sch Environm & Chem Engn, Foshan 528000, Peoples R China
[ 7 ] Guangzhou Ginpie Technol Co Ltd, Dept Res & Dev, Guangzhou, Peoples R China
","A guideline for homology modeling of the proteins from newly discovered betacoronavirus, 2019 novel coronavirus (2019-nCoV)"
,10.1007/s10096-020-03866-z,,研究方向:Infectious Diseases; Microbiology,文献类型:Article; Early Access,MAR 2020,Special Funds for Prevention and Control of COVID-19 of Sichuan University andWest China Hospital ,"作者:Chen, EQ (Chen, En-Qiang)[ 1 ] ; Wang, LC (Wang, Li-Chun)[ 1 ] ; Tang, GM (Tang, Guang-Min)[ 1 ] ; Yang, Y (Yang, Yao)[ 1 ] ; Wang, MJ (Wang, Min-Jin)[ 2 ] ; Deng, R (Deng, Rong)[ 1 ] ; Chen, F (Chen, Fang)[ 1 ] ; Wang, ML (Wang, Meng-Lan)[ 1 ] ; Tao, YC (Tao, Ya-Chao)[ 1 ] ; Feng, P (Feng, Ping)[ 1 ] ...更多内容",EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,"Sichuan Univ, Ctr Infect Dis, West China Hosp, Chengdu 610041, Peoples R China.
[ 1 ] Sichuan Univ, Ctr Infect Dis, West China Hosp, Chengdu 610041, Peoples R China
[ 2 ] Sichuan Univ, Dept Lab Med, West China Hosp, Chengdu 610041, Peoples R China
",Brief report of the first cured 2019-nCoV pneumonia patient in West China Hospital
,10.1056/NEJMoa2001316,"摘要
BackgroundThe initial cases of novel coronavirus (2019-nCoV)-infected pneumonia (NCIP) occurred in Wuhan, Hubei Province, China, in December 2019 and January 2020. We analyzed data on the first 425 confirmed cases in Wuhan to determine the epidemiologic characteristics of NCIP.

MethodsWe collected information on demographic characteristics, exposure history, and illness timelines of laboratory-confirmed cases of NCIP that had been reported by January 22, 2020. We described characteristics of the cases and estimated the key epidemiologic time-delay distributions. In the early period of exponential growth, we estimated the epidemic doubling time and the basic reproductive number.

ResultsAmong the first 425 patients with confirmed NCIP, the median age was 59 years and 56% were male. The majority of cases (55%) with onset before January 1, 2020, were linked to the Huanan Seafood Wholesale Market, as compared with 8.6% of the subsequent cases. The mean incubation period was 5.2 days (95% confidence interval [CI], 4.1 to 7.0), with the 95th percentile of the distribution at 12.5 days. In its early stages, the epidemic doubled in size every 7.4 days. With a mean serial interval of 7.5 days (95% CI, 5.3 to 19), the basic reproductive number was estimated to be 2.2 (95% CI, 1.4 to 3.9).

ConclusionsOn the basis of this information, there is evidence that human-to-human transmission has occurred among close contacts since the middle of December 2019. Considerable efforts to reduce transmission will be required to control outbreaks if similar dynamics apply elsewhere. Measures to prevent or reduce transmission should be implemented in populations at risk. (Funded by the Ministry of Science and Technology of China and others.)

The authors provide an epidemiologic analysis of the first 425 confirmed cases of infection with the novel coronavirus in Wuhan, China. This analysis provides estimates of the epidemic doubling time and the basic reproductive number and shows clear evidence of sustained human-to-human transmission.",研究方向:General & Internal Medicine,文献类型:Article,出版年: MAR 26 2020,"Ministry of Science and Technology, China","作者:Li, Q (Li, Qun)[ 1 ] ; Guan, XH (Guan, Xuhua)[ 2 ] ; Wu, P (Wu, Peng)[ 3 ] ; Wang, XY (Wang, Xiaoye)[ 1 ] ; Zhou, L (Zhou, Lei)[ 1 ] ; Tong, YQ (Tong, Yeqing)[ 2 ] ; Ren, RQ (Ren, Ruiqi)[ 1 ] ; Leung, KSM (Leung, Kathy S. M.)[ 3 ] ; Lau, EHY (Lau, Eric H. Y.)[ 3 ] ; Wong, JY (Wong, Jessica Y.)[ 3 ] ...更多内容",NEW ENGLAND JOURNAL OF MEDICINE,"Univ Hong Kong, Sch Publ Hlth, Li Ka Shing Fac Med, Pokfulam, 21 Sassoon Rd, Hong Kong, Peoples R China.
Hubei Ctr Dis Control & Prevent, 35 Zhuodaoquan North Rd, Wuhan, Hubei, Peoples R China.
Chinese Ctr Dis Control & Prevent, 155 Changbai Rd, Beijing, Peoples R China.
[ 1 ] Chinese Ctr Dis Control & Prevent, 155 Changbai Rd, Beijing, Peoples R China
[ 2 ] Hubei Prov Ctr Dis Control & Prevent, Wuhan, Hubei, Peoples R China
[ 3 ] Univ Hong Kong, Sch Publ Hlth, World Hlth Org, Collaborating Ctr Infect Dis Epidemiol & Control, Hong Kong, Peoples R China
[ 4 ] Chinese Ctr Dis Control & Prevent, Chinese Field Epidemiol Training Program, Beijing, Peoples R China
[ 5 ] Jingzhou Ctr Dis Control & Prevent, Jingzhou, Hubei, Peoples R China
[ 6 ] Chengdu Ctr Dis Control & Prevent, Chengdu, Sichuan, Peoples R China
[ 7 ] Hunan Prov Ctr Dis Control & Prevent, Changsha, Hunan, Peoples R China
[ 8 ] Anyang Municipal Ctr Dis Control & Prevent, Anyang, Henan, Peoples R China
[ 9 ] Panjin Ctr Dis Control & Prevent, Panjin, Liaoning, Peoples R China
[ 10 ] Guizhou Ctr Dis Control & Prevent, Guiyang, Guizhou, Peoples R China
[ 11 ] Jiading Dist Ctr Dis Control & Prevent, Shanghai, Peoples R China
[ 12 ] Nanchang Ctr Dis Control & Prevent, Nanchang, Jiangxi, Peoples R China
[ 13 ] Inner Mongolia Comprehens Ctr Dis Control & Preve, Hohhot, Inner Mongolia, Peoples R China
[ 14 ] Baoshan Dist Ctr Dis Control & Prevent, Shanghai, Peoples R China
","Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus-Infected Pneumonia"
