abstract,KeyWords,type,jounary,DOI,title,author,category,fund,public_date,author info
"摘要
The COVID-19 pandemic has resulted in a surge of patients that exceeds available human and physical resources in many settings, triggering the implementation of crisis standards of care. High-quality respiratory protection is essential to reduce exposure among healthcare workers, yet dire shortages of personal protective equipment in the United States threaten the health and safety of this essential workforce. In the context of rapidly changing conditions and incomplete data, this article outlines 3 important strategies to improve healthcare workers' respiratory protection. At a minimum, healthcare workers delivering care to patients with confirmed or suspected COVID-19 should wear N95 respirators and full-face shields. Several mechanisms exist to boost and protect the supply of N95 respirators, including rigorous decontamination protocols, invoking the Defense Production Act, expanded use of reusable elastomeric respirators, and repurposing industrial N95 respirators. Finally, homemade facial coverings do not protect healthcare workers and should be avoided. These strategies, coupled with longer-term strategies of investments in protective equipment research, infrastructure, and data systems, provide a framework to protect healthcare workers immediately and enhance preparedness efforts for future pandemics.",作者关键词:Personal protective equipment; Healthcare workers; COVID-19,文献类型:Editorial Material; Early Access,HEALTH SECURITY,10.1089/hs.2020.0036,Respiratory Protection Considerations for Healthcare Workers During the COVID-19 Pandemic,"作者:Friese, CR (Friese, Christopher R.)[ 1 ] ; Veenema, TG (Veenema, Tener Goodwin)[ 2,3 ] ; Johnson, JS (Johnson, James S.)[ 4 ] ; Jayaraman, S (Jayaraman, Sundaresan)[ 5 ] ; Chang, JC (Chang, James C.)[ 6 ] ; Clever, LH (Clever, Linda Hawes)[ 7 ]","研究方向:Public, Environmental & Occupational Health","United States Department of Health & Human Services
National Institutes of Health (NIH) - USA
NIH National Cancer Institute (NCI)",APR 2020,"Johns Hopkins Bloomberg Sch Publ Hlth, Baltimore, MD USA.
Johns Hopkins Univ, Sch Nursing, Baltimore, MD 21205 USA.
[ 1 ] Univ Michigan, Nursing Hlth Management & Policy, Ann Arbor, MI 48109 USA
[ 2 ] Johns Hopkins Sch Nursing, Nursing & Publ Hlth, Baltimore, MD USA
[ 3 ] Johns Hopkins Bloomberg Sch Publ Hlth, Baltimore, MD USA
[ 4 ] JSJ Consultants, Pleasanton, CA USA
[ 5 ] Georgia Inst Technol, Sch Mat Sci & Engn, Atlanta, GA 30332 USA
[ 6 ] Univ Maryland, Med Ctr, Safety & Environm Hlth, Baltimore, MD 21201 USA
[ 7 ] RENEW, San Francisco, CA USA
"
,,文献类型:Correction; Early Access,JAPANESE JOURNAL OF RADIOLOGY,10.1007/s11604-020-00977-7,"Ultra-high-resolution computed tomography can demonstrate alveolar collapse in novel coronavirus (COVID-19) pneumonia (vol 38, pg 394, 2020)","作者:Iwasawa, T (Iwasawa, Tae)[ 1,3 ] ; Sato, M (Sato, Midori)[ 2 ] ; Yamaya, T (Yamaya, Takafumi)[ 2 ] ; Sato, Y (Sato, Yozo)[ 2 ] ; Uchida, Y (Uchida, Yoshinori)[ 2 ] ; Kitamura, H (Kitamura, Hideya)[ 2 ] ; Hagiwara, E (Hagiwara, Eri)[ 2 ] ; Komatsu, S (Komatsu, Shigeru)[ 2 ] ; Utsunomiya, D (Utsunomiya, Daisuke)[ 1,3 ] ; Ogura, T (Ogura, Takashi)[ 2 ]","研究方向:Radiology, Nuclear Medicine & Medical Imaging",,APR 2020,"Kanagawa Cardiovasc & Resp Ctr, Dept Radiol, Kanazawa Ku, 6-16-1 Tomioka Higashi, Yokohama, Kanagawa 2360051, Japan.
Yokohama City Univ, Sch Med, Dept Diagnost Radiol, Yokohama, Kanagawa, Japan.
[ 1 ] Kanagawa Cardiovasc & Resp Ctr, Dept Radiol, Kanazawa Ku, 6-16-1 Tomioka Higashi, Yokohama, Kanagawa 2360051, Japan
[ 2 ] Kanagawa Cardiovasc & Resp Ctr, Dept Resp Med, Yokohama, Kanagawa, Japan
[ 3 ] Yokohama City Univ, Sch Med, Dept Diagnost Radiol, Yokohama, Kanagawa, Japan
"
,,文献类型:Editorial Material; Early Access,JOURNAL OF NEPHROLOGY,10.1007/s40620-020-00737-w,COVID-19 and dialysis: why we should be worried,"作者:Rombola, G (Rombola, Giuseppe)[ 1,2 ] ; Brunini, F (Brunini, Francesca)[ 1 ]",研究方向:Urology & Nephrology,,APR 2020,"Insubria Univ, Circolo Hosp Macchi Fdn, Nephrol, Varese, Italy.
ASST Sette Laghi, Sez Lombarda SIN, UO Nefrol Dialisi & Trapianto, Varese, Italy.
[ 1 ] Insubria Univ, Circolo Hosp Macchi Fdn, Nephrol, Varese, Italy
[ 2 ] ASST Sette Laghi, Sez Lombarda SIN, UO Nefrol Dialisi & Trapianto, Varese, Italy
"
"摘要
This paper reflects on how risk science, with its concepts, principles, approaches, methods and models, can support the actual assessments, communication and handling of the vulnerabilities and risks related to the Coronavirus (Covid-19) pandemic. We highlight the importance of acknowledging uncertainty as a main component of risk, in order to properly characterize and communicate risk, as well as to understand the difference between professional risk judgements and risk perception. We challenge the use of the commonly referred to phrase that the policies adopted are science-based, in a situation like this characterized by fundamental uncertainties about the underlying phenomena and the effects of possible interventions. Arguments are provided for a 'balanced' use of precaution, combined with adaptive management and learning.",作者关键词:COVID-19; risk science; risk analysis; risk communication,文献类型:Article; Early Access,JOURNAL OF RISK RESEARCH,10.1080/13669877.2020.1756383,The COVID-19 pandemic: how can risk science help?,"作者:Aven, T (Aven, Terje)[ 1 ] ; Bouder, F (Bouder, Frederic)[ 1 ]",研究方向:Social Sciences - Other Topics,,APR 2020,"Univ Stavanger, Stavanger, Norway.
[ 1 ] Univ Stavanger, Stavanger, Norway
"
"摘要
At the end of March 2020, international media present Swedish management of the ongoing Covid-19 pandemic as soft and irresponsible. Thus, Sweden, which is usually regarded as exceptionally risk averse and cautious, has chosen an unexpected risk management approach. The aim of this article is to reflect on how the Swedish government has managed the Covid-19 pandemic until early April 2020 from two theoretical perspectives, the risk society thesis and governmentality theory. We make a brief review of how previous pandemics have been managed compared to Covid-19 and try to understand the consequences of the Swedish handling of present pandemic with a particular focus on the governance of the pandemic and the exercise of power rather than definite risk management strategies during the pandemic.",作者关键词:Covid-19; risk society; inequality; governing of conduct; individual responsibilisation,文献类型:Article; Early Access,JOURNAL OF RISK RESEARCH,10.1080/13669877.2020.1756382,Managing the Covid-19 pandemic through individual responsibility: the consequences of a world risk society and enhanced ethopolitics,"作者:Nygren, KG (Giritli Nygren, Katarina)[ 1 ] ; Olofsson, A (Olofsson, Anna)[ 2 ]",研究方向:Social Sciences - Other Topics,,APR 2020,"Mid Sweden Univ, Risk & Crisis Res Ctr, Ostersund, Sweden.
[ 1 ] Mid Sweden Univ, Forum Gender Studies, Sundsvall, Sweden
[ 2 ] Mid Sweden Univ, Risk & Crisis Res Ctr, Ostersund, Sweden
"
"摘要
With the COVID-19 pandemic, emergency rooms are faced with major challenges because they act as the interface between outpatient and inpatient care. The dynamics of the pandemic forced emergency care at the University Hospital Munster to extensively adjust their processes, which had to be carried out in the shortest time possible. This included the establishment of an outpatient coronavirus test center and a medical student-operated telephone hotline. Inside the hospital, new isolation capacities in the emergency room and a dedicated COVID-19 ward were set up. The patient flow was reorganized using flow diagrams for both the outpatient and inpatient areas. The general and special emergency management was optimized for the efficient treatment of COVID-19-positive patients and the staff were trained in the use of protective equipment. This report of our experience is intended to support other emergency departments in their preparation for the COVID-19 pandemic.",作者关键词:COVID-19; Emergency room; Sars-CoV-2; Throat-swab; Patient allocation,文献类型:Article; Early Access,MEDIZINISCHE KLINIK-INTENSIVMEDIZIN UND NOTFALLMEDIZIN,10.1007/s00063-020-00693-0,Handling of COVID-19 in the emergency department Field report of the emergency ward of the University Hospital Munster,"作者:Wennmann, DO (Wennmann, D. O.)[ 1 ] ; Dlugos, CP (Dlugos, C. P.)[ 1 ] ; Hofschroer, A (Hofschroeer, A.)[ 1 ] ; Hennies, M (Hennies, M.)[ 2 ] ; Kuhn, J (Kehn, J.)[ 2 ] ; Hafezi, W (Hafezi, W.)[ 2 ] ; Kampmeier, S (Kampmeier, S.)[ 3 ] ; Mellmann, A (Mellmann, A.)[ 3 ] ; Triphaus, S (Triphaus, S.)[ 4 ] ; Sackarnd, J (Sackarnd, J.)[ 5 ] ...更多内容",研究方向:General & Internal Medicine,Projekt DEAL ,APR 2020,"Univ Klinikum Munster, Med Klin D, Allg Innere Med & Notaufnahme Nieren & Hochdruckk, Munster, Germany.
[ 1 ] Univ Klinikum Munster, Med Klin D, Allg Innere Med & Notaufnahme Nieren & Hochdruckk, Munster, Germany
[ 2 ] Univ Klinikum Munster, Inst Virol, Munster, Germany
[ 3 ] Univ Klinikum Munster, Inst Hyg, Munster, Germany
[ 4 ] Univ Klinikum Munster, UKM Infrastrukturmanagement Bereich Projetentwick, Munster, Germany
[ 5 ] Univ Klinikum Munster, Klin Kardiol Koronare Herzkrankheit Herzinsuffi 1, Munster, Germany
[ 6 ] Univ Klinikum Munster, Med Klin Gastroenterol & Hepatol B, Munster, Germany
[ 7 ] Univ Klinikum Munster, Klin Anasthesiol Operat Intensivmed & Schmerzther, Munster, Germany
[ 8 ] Univ Klinikum Munster, Munster, Germany
"
,,文献类型:Editorial Material; Early Access,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,10.1089/omi.2020.0049,Special Issue: Digital Health in Times of COVID-19,"作者:Ozdemir, V (Ozdemir, Vural)[ 1 ]",研究方向:Biotechnology & Applied Microbiology; Genetics & Heredity,,APR 2020,"OMICS Journal Integrat Biol, New Rochelle, NY 10801 USA.
[ 1 ] OMICS Journal Integrat Biol, New Rochelle, NY 10801 USA
"
"摘要
The unprecedented pandemic of COVID-19 has impacted many lives and affects the whole healthcare systems globally. In addition to the considerable workload challenges, surgeons are faced with a number of uncertainties regarding their own safety, practice, and overall patient care. This guide has been drafted at short notice to advise on specific issues related to surgical service provision and the safety of minimally invasive surgery during the COVID-19 pandemic. Although laparoscopy can theoretically lead to aerosolization of blood borne viruses, there is no evidence available to confirm this is the case with COVID-19. The ultimate decision on the approach should be made after considering the proven benefits of laparoscopic techniques versus the potential theoretical risks of aerosolization. Nevertheless, erring on the side of safety would warrant treating the coronavirus as exhibiting similar aerosolization properties and all members of the OR staff should use personal protective equipment (PPE) in all surgical procedures during the pandemic regardless of known or suspected COVID status. Pneumoperitoneum should be safely evacuated via a filtration system before closure, trocar removal, specimen extraction, or conversion to open. All emergent endoscopic procedures performed during the pandemic should be considered as high risk and PPE must be used by all endoscopy staff.",作者关键词:COVID-19; Surgery; Laparoscopy,文献类型:Article; Early Access,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,10.1007/s00464-020-07565-w,SAGES and EAES recommendations for minimally invasive surgery during COVID-19 pandemic,"作者:Francis, N (Francis, Nader)[ 1,2 ] ; Dort, J (Dort, Jonathan)[ 3 ] ; Cho, E (Cho, Eugene)[ 4 ] ; Feldman, L (Feldman, Liane)[ 5 ] ; Keller, D (Keller, Deborah)[ 6 ] ; Lim, R (Lim, Rob)[ 7 ] ; Mikami, D (Mikami, Dean)[ 8 ] ; Phillips, E (Phillips, Edward)[ 9 ] ; Spaniolas, K (Spaniolas, Konstantinos)[ 10 ] ; Tsuda, S (Tsuda, Shawn)[ 11 ] ...更多内容",研究方向:Surgery,,APR 2020,"SUNY Stony Brook, Dept Surg, Stony Brook, NY 11794 USA.
[ 1 ] Yeovil Dist Hosp, Somerset BA21 4AT, England
[ 2 ] UCL, Gower St, London WC1E 6BT, England
[ 3 ] Inova Fairfax Hosp, Dept Surg, Falls Church, VA USA
[ 4 ] Franciscan Surg Associates, Tacoma, WA USA
[ 5 ] McGill Univ, Hlth Ctr, Montreal, PQ, Canada
[ 6 ] Columbia Univ, Med Ctr, New York, NY USA
[ 7 ] Oklahoma Univ Phys Tulsa, Tulsa, OK USA
[ 8 ] Univ Hawaii, Honolulu, HI 96822 USA
[ 9 ] Cedars Sinai Med Ctr, Los Angeles, CA 90048 USA
[ 10 ] SUNY Stony Brook, Dept Surg, Stony Brook, NY 11794 USA
[ 11 ] VIP SURG, Las Vegas, NV USA
[ 12 ] Surg Associates Neenah, Neenah, WI USA
[ 13 ] Anglia Ruskin Univ, Sch Med, Cambridge, England
[ 14 ] Imperial Coll London, South Wharf Rd, London W2 1NY, England
[ 15 ] Univ Hosp Virgen del Rocio, Av Manuel Siurot, Seville, Spain
[ 16 ] Fdn IRCCS Ploiclinco San Matteo, Pavia, Italy
[ 17 ] Univ Pavia, Pavia, Italy
[ 18 ] Miami Canc Inst, Miami, FL USA
"
"摘要
The COVID-19 pandemic of 2019-2020 has the potential to transform the tourism industry as well as the context in which it operates. This global crisis in which travel, tourism, hospitality and events have been shut down in many parts of the world, provides an opportunity to uncover the possibilities in this historic transformative moment. A critical tourism analysis of these events briefly uncovers the ways in which tourism has supported neoliberal injustices and exploitation. The COVID-19 pandemic crisis may offer a rare and invaluable opportunity to rethink and reset tourism toward a better pathway for the future. 'Responsible' approaches to tourism alone, however, will not offer sufficient capacity to enable such a reset. Instead, such a vision requires a community-centred tourism framework that redefines and reorients tourism based on the rights and interests of local communities and local peoples. Theoretically, such an approach includes a way tourism could be 'socialised' by being recentred on the public good. This is essential for tourism to be made accountable to social and ecological limits of the planet.",作者关键词:COVID-19; responsible tourism; critical tourism; social tourism; social justice; public good tourism; cruiseship industry,文献类型:Article; Early Access,TOURISM GEOGRAPHIES,10.1080/14616688.2020.1757748,Socialising tourism for social and ecological justice after COVID-19,"作者:Higgins-Desbiolles, F (Higgins-Desbiolles, Freya)[ 1 ]",研究方向:Social Sciences - Other Topics,,APR 2020,"Univ South Australia, Business Sch, Adelaide, SA, Australia.
[ 1 ] Univ South Australia, Business Sch, Adelaide, SA, Australia
"
"摘要
In the early months of the COVID-19 epidemic, some have wondered if the force of this global experience will solve the problem of vaccine refusal that has vexed and preoccupied the global public health community for the last several decades. Drawing on historical and epidemiological analyses, we critique contemporary approaches to reducing vaccine hesitancy and articulate our notion of vaccine confidence as an expanded way of conceptualizing the problem and how to respond to it. Intervening on the rush of vaccine optimism we see pervading present discourse around the COVID-19 epidemic, we call for a re-imagination of the culture of public health and the meaning of vaccine safety regulations. Public confidence in vaccination programs depends on the work they do for the community-social, political, and moral as well as biological. The concept of public health and its programs must be broader than the delivery of the vaccine technology itself. The narrative work and policy actions entailed in actualizing such changes will, we expect, be essential in achieving a true vaccine confidence, however the public reacts to the specific vaccine that may be developed for COVID-19.",作者关键词:Vaccine hesitancy; Vaccine confidence; COVID-19; Vaccine safety regulation; Culture; Historical,文献类型:Article; Early Access,EUROPEAN JOURNAL OF EPIDEMIOLOGY,10.1007/s10654-020-00634-3,Vaccine confidence in the time of COVID-19,"作者:Harrison, EA (Harrison, Emily A.)[ 1,2 ] ; Wu, JW (Wu, Julia W.)[ 1 ]","研究方向:Public, Environmental & Occupational Health",,APR 2020,"Harvard Univ, Dept Epidemiol, TH Chan Sch Publ Hlth, Boston, MA 02115 USA.
Harvard Univ GSAS, Dept Hist Sci, Cambridge, MA 02138 USA.
[ 1 ] Harvard Univ, Dept Epidemiol, TH Chan Sch Publ Hlth, Boston, MA 02115 USA
[ 2 ] Harvard Univ GSAS, Dept Hist Sci, Cambridge, MA 02138 USA
"
"摘要
People are facing uncertain and difficult times in the face of the Covid-19 pandemic. The benefits of plants (psychological, health, economic, productive) in this period of forced isolation can be of key importance. If many of us have to self-isolate in urban or suburban environments, we need something to do to keep our bodies and minds active and fed. In such a challenging scenario, a vegetable garden in home spaces can bring recreational, health, economic and environmental benefits. Regardless of the Covid-19 pandemic, there is untapped potential for this kind of garden to impact environmental outcomes, public awareness, and market trends. Home vegetable gardens could provide a small-scale approach to the sustainable use of natural resources, leading towards self-sufficiency, self-regulation, sustainability, and environmental protection.",作者关键词:Covid-19 pandemic; Mediterranean climate; Mental and physical well-being; Home spaces; Plant benefits; Vegetable garden,文献类型:Article; Early Access,HUMAN ECOLOGY,10.1007/s10745-020-00150-8,Converting Home Spaces Into Food Gardens At the Time of Covid-19 Quarantine: All the Benefits of Plants in This Difficult and Unprecedented Period,"作者:Sofo, A (Sofo, Adriano)[ 1 ] ; Sofo, A (Sofo, Antonino)",研究方向:Anthropology; Environmental Sciences & Ecology; Sociology,,APR 2020,"Univ Basilicata, Dept European & Mediterranean Cultures Architectu, Via Lanera 20, I-75100 Matera, Italy.
[ 1 ] Univ Basilicata, Dept European & Mediterranean Cultures Architectu, Via Lanera 20, I-75100 Matera, Italy
"
,,文献类型:Editorial Material; Early Access,AMERICAN JOURNAL OF BIOETHICS,10.1080/15265161.2020.1754100,In Response to COVID-19 Pandemic Physicians Already Know What to Do,"作者:McCullough, LB (McCullough, Laurence B.)[ 1,2 ]",研究方向:Social Sciences - Other Topics; Medical Ethics; Social Issues; Biomedical Social Sciences,,APR 2020,"2524 Amur Dr, Austin, TX 78745 USA.
[ 1 ] Zucker Sch Med Hofstra Northwell, Hempstead, NY USA
[ 2 ] Baylor Coll Med, Houston, TX 77030 USA
"
"摘要
The outbreak of coronavirus disease 2019 caused by severe acute respiratory syndrome coronavirus 2 infection has recently spread globally and is now a pandemic. As a result, university hospitals have had to take unprecedented measures of containment, including asking nonessential staff to stay at home. Medical students practicing in the surgical departments find themselves idle, as nonurgent surgical activity has been canceled, until further notice. Likewise, universities are closed and medical training for students is likely to suffer if teachers do not implement urgent measures to provide continuing education. Thus, we sought to set up a daily medical education procedure for surgical students confined to their homes. We report a simple and free teaching method intended to compensate for the disappearance of daily lessons performed in the surgery department using the Google Hangouts application. This video conference method can be applied to clinical as well as anatomy lessons.",作者关键词:anatomical learning; anatomy; COVID-19 pandemic; medical education,文献类型:Article; Early Access,CLINICAL ANATOMY,10.1002/ca.23601,Daily medical education for confined students during COVID-19 pandemic: A simple videoconference solution,"作者:Moszkowicz, D (Moszkowicz, David)[ 1 ] ; Duboc, H (Duboc, Henri)[ 2 ] ; Dubertret, C (Dubertret, Caroline)[ 3 ] ; Roux, D (Roux, Damien)[ 4 ] ; Bretagnol, F (Bretagnol, Frederic)[ 1 ]",研究方向:Anatomy & Morphology,,APR 2020,"Univ Paris, Louis Mourier Hosp, AP HP, DMU ESPRIT,GHU,Dept Digest Surg, 178 Rue Renouillers, F-92700 Paris, France.
[ 1 ] Univ Paris, Louis Mourier Hosp, AP HP, DMU ESPRIT,GHU,Dept Digest Surg, 178 Rue Renouillers, F-92700 Paris, France
[ 2 ] Univ Paris, Louis Mourier Hosp, AP HP, DMU ESPRIT,GHU,Dept Gastroenterol, Paris, France
[ 3 ] Univ Paris, Louis Mourier Hosp, AP HP, DMU ESPRIT,GHU,Dept Psychiat, Paris, France
[ 4 ] Univ Paris, Louis Mourier Hosp, AP HP, DMU ESPRIT,GHU,Intens Care Unit, Paris, France
"
